0xb98ed7262e8167aac4909c03b06c66d001353564,114012195653324283838464
0x4d9513dc2d5d568bd0947efb046cfe0a772788f4,113179262625096222638080
0xc5e6e15cd620f1bcaf742ddb6932de40f9644d0d,108119061762828834701312
0x3fa7c646599f3174380bd9a7b6efcde90b5d129d,102804874942890721148928
0xef283eca68de87e051d427b4be152a7403110647,99879073819320312135680
0xfc89c17525f08f2bc9ba8cb77bcf05055b1f7059,95420377540613426380800
0x7cf091c954ed7e9304452d31fd59999505ddcb7a,95382363190077618651136
0x5b2e3392d0fc9a6b31d509a9d613c85e87f4552b,92969810641988926570496
0xa5d2944c32a8d7b284ff0b84c20fdcc46937cf64,92019558488926551277568
0xd0a6863a9ae360684a7694e4333a2357ce9a415b,91256492333280882851840
0xa00256fdf25ad2a6c33d5b3e4d7c73ab5310c84c,91070671670612376682496
0xef268b5c05452d63a17da12f562368e88a036ef1,88737711370421397356544
0x8eb4bd2e9f1ecf3db516cda31ce4b34969e4ce54,87847226744773913083904
0xf8ed78a113cd2a34df451ba3d540ffae66829aa0,84764261825239641489408
0xb3a7db328e8521e3940010d07183f7768c3db3d8,84669956305998063861760
0x989e1a3b344a43911e02ccc609d469fbc15ab1f1,84271870483059989020672
0x398850b105b4f86dc53990baf169685a1fe1a42b,83597729069746740002816
0x044005d79cdce661f5815600084237b67d70ade2,82138312165940153810944
0xd18defb1ceab4559c1d13c9f9907427b791d1bc9,80695561794695374831616
0x48f6a023ab9c86eec2149f3d93ad52632ef3cf59,77598008079656629043200
0x724c1431eada1d9563684b7ba6c9568e70961395,70247403134914154987520
0x4f369ee454c77ccf765792382b909ed888c57a47,69475655195588623859712
0xa78d37410b7423d8595e79e545ad573e5807a3c0,68555132034107532378112
0x75ab4096e7c350617117ad8d14c8bcdab4744803,66854200814881537523712
0x7c65c6ab0b31da12e4be4213090caac4db1ae413,63230337506120673787904
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,60346458140942148829184
0x5e65199b53df629e647e40804d825b9d7728fd3f,56978326033219402596352
